PCON24CD,Theme,Title,Value
E14001071,society,Heritage at Risk: all,7
E14001071,society,Heritage at Risk: archaeology,0
E14001071,society,Heritage at Risk: building or structure,3
E14001071,society,Heritage at Risk: conservation area,0
E14001071,society,Heritage at Risk: place of worship,2
E14001071,society,MPs: Left vs Right,38.452
E14001071,society,Percentage of children affected by two-child limit,8
E14001071,society,Population,111020
E14001071,society,Population: by age,1328
E14001071,society,Population: by group,68205
E14001071,society,Post offices,9
E14001071,society,Pubs,78
E14001071,transport,Bus stops,618
E14001071,transport,Bus stops per square km,3.14
E14001071,transport,Cars or vans by household,90.3
E14001071,transport,EV: combined charging availability,859
E14001071,transport,EV: home charging,725
E14001071,transport,EV: workplace charging points,82
E14001071,transport,Rail cancellations,1.2
E14001071,transport,Train stations,2
E14001071,transport,Train stations per square km,0.01
E14001071,transport,Tram and metro stops,
E14001071,transport,Tram and metro stops per square km,
S14000107,economy,ATMs: total,110
S14000107,economy,Average download speeds,121.9
S14000107,economy,Below universal service obligation,0.2
S14000107,economy,Gigabit availability,59.1
S14000107,economy,Receiving over 30 Mbps,81.8
S14000107,economy,Receiving under 10 Mbps,4
S14000107,economy,Superfast availability,98.2
S14000107,economy,Total income: median,26800
S14000107,economy,Total tax amount,206
S14000107,energy,Households off the gas grid,14.1
S14000107,society,Child poverty,31.6
S14000107,society,EU referendum using 2024 consituencies,0.434877687
S14000107,society,Electorate,72057
S14000107,society,Fish and chip shops,14
S14000107,society,Foodbanks,0
S14000107,society,General Election (notional): 12 December 2019,SNP
S14000107,society,General Election: 4 July 2024,Lab
S14000107,society,MPs: Left vs Right,40.592
S14000107,society,Percentage of children affected by two-child limit,10
S14000107,society,Population,90330
S14000107,society,Population: by age,699
S14000107,society,Population: by group,51511
S14000107,society,Post offices,25
S14000107,society,Pubs,68
S14000107,transport,Bus stops,854
S14000107,transport,Bus stops per square km,0.52
S14000107,transport,EV: combined charging availability,946
S14000107,transport,EV: home charging,741
S14000107,transport,EV: workplace charging points,90
S14000107,transport,Rail cancellations,1.9
S14000107,transport,Train stations,6
S14000107,transport,Train stations per square km,0.004
S14000107,transport,Tram and metro stops,
S14000107,transport,Tram and metro stops per square km,
E14001072,economy,ATMs: total,68
E14001072,economy,Average download speeds,117.2
E14001072,economy,Below universal service obligation,0.1
E14001072,economy,Gigabit availability,83.4
E14001072,economy,House prices,340000
E14001072,economy,Receiving over 30 Mbps,87.6
E14001072,economy,Receiving under 10 Mbps,3.1
E14001072,economy,Superfast availability,98.7
E14001072,economy,Total income: median,31000
E14001072,economy,Total tax amount,496
E14001072,energy,Households off the gas grid,28.2
E14001072,environment,Ancient woodland,1.9237
E14001072,environment,Countryside and Rights of Way,0.0018
E14001072,environment,Green belt: percentage,
E14001072,environment,Green belt: total,
E14001072,society,Child poverty,23.4
E14001072,society,EU referendum using 2024 consituencies,0.4766756954
E14001072,society,Electorate,69943
E14001072,society,Fish and chip shops,19
E14001072,society,Foodbanks,3
E14001072,society,General Election (notional): 12 December 2019,Con
E14001072,society,General Election: 4 July 2024,Lab
E14001072,society,Heritage at Risk: all,7
E14001072,society,Heritage at Risk: archaeology,2
E14001072,society,Heritage at Risk: building or structure,1
E14001072,society,Heritage at Risk: conservation area,2
E14001072,society,Heritage at Risk: place of worship,2
E14001072,society,MPs: Left vs Right,37.068
E14001072,society,Percentage of children affected by two-child limit,8
E14001072,society,Population,103589
E14001072,society,Population: by age,1162
E14001072,society,Population: by group,61382
E14001072,society,Post offices,25
E14001072,society,Pubs,145
E14001072,transport,Bus stops,641
E14001072,transport,Bus stops per square km,1.25
E14001072,transport,Cars or vans by household,88.9
E14001072,transport,EV: combined charging availability,1405
E14001072,transport,EV: home charging,1010
E14001072,transport,EV: workplace charging points,227
E14001072,transport,Rail cancellations,1.8
E14001072,transport,Train stations,4
E14001072,transport,Train stations per square km,0.008
E14001072,transport,Tram and metro stops,
E14001072,transport,Tram and metro stops per square km,
W07000083,economy,ATMs: total,87
W07000083,economy,Average download speeds,89.1
W07000083,economy,Below universal service obligation,1.2
W07000083,economy,Gigabit availability,59
W07000083,economy,House prices,210000
W07000083,economy,Receiving over 30 Mbps,80.9
W07000083,economy,Receiving under 10 Mbps,6.8
W07000083,economy,Superfast availability,93.1
W07000083,economy,Total income: median,24700
W07000083,economy,Total tax amount,188
W07000083,energy,Households off the gas grid,26.3
W07000083,society,Child poverty,28.2
W07000083,society,EU referendum using 2024 consituencies,0.4746674713
W07000083,society,Electorate,70468
W07000083,society,Fish and chip shops,32
W07000083,society,Foodbanks,3
W07000083,society,General Election (notional): 12 December 2019,Con
W07000083,society,General Election: 4 July 2024,Lab
W07000083,society,MPs: Left vs Right,44.019
W07000083,society,Percentage of children affected by two-child limit,10
W07000083,society,Population,92628
W07000083,society,Population: by age,799
W07000083,society,Population: by group,54037
W07000083,society,Post offices,31
W07000083,society,Pubs,209
W07000083,transport,Bus stops,1059
W07000083,transport,Bus stops per square km,0.76
W07000083,transport,Cars or vans by household,86.5
W07000083,transport,EV: combined charging availability,815
W07000083,transport,EV: home charging,575
W07000083,transport,EV: workplace charging points,79
W07000083,transport,Rail cancellations,3.7
W07000083,transport,Train stations,16
W07000083,transport,Train stations per square km,0.011
W07000083,transport,Tram and metro stops,2
W07000083,transport,Tram and metro stops per square km,0
E14001073,economy,ATMs: total,83
E14001073,economy,Average download speeds,195.9
E14001073,economy,Below universal service obligation,0
E14001073,economy,Gigabit availability,92.1
E14001073,economy,House prices,365625
E14001073,economy,Receiving over 30 Mbps,92.3
E14001073,economy,Receiving under 10 Mbps,2.6
E14001073,economy,Superfast availability,98.6
E14001073,economy,Total income: median,28100
E14001073,economy,Total tax amount,249
E14001073,energy,Households off the gas grid,20.2
E14001073,environment,Ancient woodland,0
E14001073,environment,Countryside and Rights of Way,0
E14001073,environment,Green belt: percentage,
E14001073,environment,Green belt: total,
E14001073,society,Child poverty,42.6
E14001073,society,EU referendum using 2024 consituencies,0.5972851377
E14001073,society,Electorate,71822
E14001073,society,Fish and chip shops,11
E14001073,society,Foodbanks,0
E14001073,society,General Election (notional): 12 December 2019,Lab
E14001073,society,General Election: 4 July 2024,Lab
E14001073,society,Heritage at Risk: all,1
E14001073,society,Heritage at Risk: archaeology,1
E14001073,society,Heritage at Risk: building or structure,0
E14001073,society,Heritage at Risk: conservation area,0
E14001073,society,Heritage at Risk: place of worship,0
E14001073,society,Percentage of children affected by two-child limit,15
E14001073,society,Population,134461
E14001073,society,Population: by age,2136
E14001073,society,Population: by group,84618
E14001073,society,Post offices,13
E14001073,society,Pubs,27
E14001073,transport,Bus stops,239
E14001073,transport,Bus stops per square km,12.49
E14001073,transport,Cars or vans by household,71.6
E14001073,transport,EV: combined charging availability,284
E14001073,transport,EV: home charging,166
E14001073,transport,EV: workplace charging points,55
E14001073,transport,Rail cancellations,1.8
E14001073,transport,Train stations,3
E14001073,transport,Train stations per square km,0.157
E14001073,transport,Tram and metro stops,3
E14001073,transport,Tram and metro stops per square km,0.16
E14001074,economy,ATMs: total,124
E14001074,economy,Average download speeds,149.1
E14001074,economy,Below universal service obligation,0
E14001074,economy,Gigabit availability,84.6
E14001074,economy,House prices,161496
E14001074,economy,Receiving over 30 Mbps,88.4
E14001074,economy,Receiving under 10 Mbps,2.5
E14001074,economy,Superfast availability,99.1
E14001074,economy,Total income: median,24900
E14001074,economy,Total tax amount,193
E14001074,energy,Households off the gas grid,3.3
E14001074,environment,Ancient woodland,1.9915
E14001074,environment,Countryside and Rights of Way,0.0503
E14001074,environment,Green belt: percentage,57.5
E14001074,environment,Green belt: total,4320
E14001074,society,Child poverty,33.1
E14001074,society,EU referendum using 2024 consituencies,0.6930873175
E14001074,society,Electorate,76794
E14001074,society,Fish and chip shops,16
E14001074,society,Foodbanks,0
E14001074,society,General Election (notional): 12 December 2019,Lab
E14001074,society,General Election: 4 July 2024,Lab
E14001074,society,Heritage at Risk: all,3
E14001074,society,Heritage at Risk: archaeology,1
E14001074,society,Heritage at Risk: building or structure,1
E14001074,society,Heritage at Risk: conservation area,0
E14001074,society,Heritage at Risk: place of worship,1
E14001074,society,MPs: Left vs Right,49.449
E14001074,society,Percentage of children affected by two-child limit,12
E14001074,society,Population,105282
E14001074,society,Population: by age,1168
E14001074,society,Population: by group,63359
E14001074,society,Post offices,17
E14001074,society,Pubs,141
E14001074,transport,Bus stops,569
E14001074,transport,Bus stops per square km,7.57
E14001074,transport,Cars or vans by household,83
E14001074,transport,EV: combined charging availability,413
E14001074,transport,EV: home charging,283
E14001074,transport,EV: workplace charging points,60
E14001074,transport,Rail cancellations,5.3
E14001074,transport,Train stations,2
E14001074,transport,Train stations per square km,0.027
E14001074,transport,Tram and metro stops,
E14001074,transport,Tram and metro stops per square km,
E14001075,economy,ATMs: total,73
E14001075,economy,Average download speeds,127
E14001075,economy,Below universal service obligation,0
E14001075,economy,Gigabit availability,75.2
E14001075,economy,House prices,142000
E14001075,economy,Receiving over 30 Mbps,86.2
E14001075,economy,Receiving under 10 Mbps,3
E14001075,economy,Superfast availability,99
E14001075,economy,Total income: median,24900
E14001075,economy,Total tax amount,169
E14001075,energy,Households off the gas grid,3.4
E14001075,environment,Ancient woodland,1.8851
E14001075,environment,Countryside and Rights of Way,0
E14001075,environment,Green belt: percentage,59.5
E14001075,environment,Green belt: total,4500
E14001075,society,Child poverty,33.8
E14001075,society,EU referendum using 2024 consituencies,0.7134146921
E14001075,society,Electorate,75896
E14001075,society,Fish and chip shops,0
E14001075,society,Foodbanks,2
E14001075,society,General Election (notional): 12 December 2019,Lab
E14001075,society,General Election: 4 July 2024,Lab
E14001075,society,Heritage at Risk: all,4
E14001075,society,Heritage at Risk: archaeology,2
