PCON24CD,Theme,Title,Value,rank,count
E14001067,society,Percentage of children affected by two-child limit,6.0,20.0,650
E14001067,society,Population,98053.0,433.0,650
E14001067,society,Population: by age,699.0,438.0,650
E14001067,society,Population: by group,51612.0,592.0,650
E14001067,society,Post offices,40.0,10.0,650
E14001067,society,Pubs,177.0,51.0,650
E14001067,transport,Bus stops,1076.0,28.0,632
E14001067,transport,Bus stops per square km,1.29,451.0,632
E14001067,transport,Cars or vans by household,94.2,7.0,575
E14001067,transport,EV: combined charging availability,1801.0,18.0,650
E14001067,transport,EV: home charging,1565.0,13.0,650
E14001067,transport,EV: workplace charging points,149.0,65.0,650
E14001067,transport,Rail cancellations,2.4,56.0,632
E14001067,transport,Train stations,4.0,15.0,588
E14001067,transport,Train stations per square km,0.005,189.0,588
E14001067,transport,Tram and metro stops per square km,,,175
E14001068,economy,ATMs: total,67.0,94.0,649
E14001068,economy,Average download speeds,175.9,155.0,650
E14001068,economy,Below universal service obligation,0.0,26.0,650
E14001068,economy,Gigabit availability,89.1,79.0,650
E14001068,economy,House prices,175000.0,263.0,575
E14001068,economy,Receiving over 30 Mbps,89.2,40.0,650
E14001068,economy,Receiving under 10 Mbps,3.0,63.0,650
E14001068,economy,Superfast availability,98.2,18.0,650
E14001068,economy,Total income: median,24600.0,136.0,650
E14001068,economy,Total tax amount,180.0,317.0,650
E14001068,energy,Households off the gas grid,2.8,285.0,632
E14001068,environment,Ancient woodland,1.8983,191.0,543
E14001068,environment,Countryside and Rights of Way,0.0,344.0,543
E14001068,environment,Green belt: percentage,38.7,123.0,342
E14001068,environment,Green belt: total,3840.0,119.0,342
E14001068,society,Child poverty,37.6,70.0,650
E14001068,society,EU referendum using 2024 consituencies,0.7080883197,15.0,632
E14001068,society,Electorate,69819.0,610.0,649
E14001068,society,Fish and chip shops,29.0,16.0,650
E14001068,society,Foodbanks,4.0,4.0,650
E14001068,society,General Election (notional): 12 December 2019,,,0
E14001068,society,General Election: 4 July 2024,,,0
E14001068,society,Heritage at Risk: all,3.0,48.0,543
E14001068,society,Heritage at Risk: archaeology,1.0,35.0,543
E14001068,society,Heritage at Risk: building or structure,0.0,17.0,543
E14001068,society,Heritage at Risk: conservation area,1.0,9.0,543
E14001068,society,Heritage at Risk: place of worship,0.0,17.0,543
E14001068,society,MPs: Left vs Right,68.65,47.0,614
E14001068,society,Percentage of children affected by two-child limit,13.0,13.0,650
E14001068,society,Population,95883.0,496.0,650
E14001068,society,Population: by age,960.0,288.0,650
E14001068,society,Population: by group,56570.0,445.0,650
E14001068,society,Post offices,13.0,36.0,650
E14001068,society,Pubs,97.0,126.0,650
E14001068,transport,Bus stops,616.0,186.0,632
E14001068,transport,Bus stops per square km,6.2,271.0,632
E14001068,transport,Cars or vans by household,85.4,91.0,575
E14001068,transport,EV: combined charging availability,679.0,249.0,650
E14001068,transport,EV: home charging,505.0,218.0,650
E14001068,transport,EV: workplace charging points,126.0,86.0,650
E14001068,transport,Rail cancellations,1.3,67.0,632
E14001068,transport,Train stations,2.0,17.0,588
E14001068,transport,Train stations per square km,0.02,174.0,588
E14001068,transport,Tram and metro stops per square km,,,175
E14001069,economy,ATMs: total,75.0,86.0,649
E14001069,economy,Average download speeds,168.4,192.0,650
E14001069,economy,Below universal service obligation,0.2,24.0,650
E14001069,economy,Gigabit availability,78.6,159.0,650
E14001069,economy,House prices,325000.0,138.0,575
E14001069,economy,Receiving over 30 Mbps,88.2,50.0,650
E14001069,economy,Receiving under 10 Mbps,3.4,59.0,650
E14001069,economy,Superfast availability,95.8,42.0,650
E14001069,economy,Total income: median,30300.0,79.0,650
E14001069,economy,Total tax amount,341.0,175.0,650
E14001069,energy,Households off the gas grid,14.8,172.0,632
E14001069,environment,Ancient woodland,6.9899,31.0,543
E14001069,environment,Countryside and Rights of Way,0.2219,179.0,543
E14001069,environment,Green belt: percentage,,,342
E14001069,environment,Green belt: total,,,342
E14001069,society,Child poverty,30.5,131.0,650
E14001069,society,EU referendum using 2024 consituencies,0.6086468239,134.0,632
E14001069,society,Electorate,73546.0,295.0,649
E14001069,society,Fish and chip shops,9.0,36.0,650
E14001069,society,Foodbanks,1.0,7.0,650
E14001069,society,General Election (notional): 12 December 2019,,,0
E14001069,society,General Election: 4 July 2024,,,0
E14001069,society,Heritage at Risk: all,7.0,44.0,543
E14001069,society,Heritage at Risk: archaeology,4.0,32.0,543
E14001069,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001069,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001069,society,Heritage at Risk: place of worship,2.0,15.0,543
E14001069,society,MPs: Left vs Right,39.411,392.0,614
E14001069,society,Percentage of children affected by two-child limit,10.0,16.0,650
E14001069,society,Population,108652.0,181.0,650
E14001069,society,Population: by age,1278.0,124.0,650
E14001069,society,Population: by group,65234.0,214.0,650
E14001069,society,Post offices,19.0,30.0,650
E14001069,society,Pubs,79.0,144.0,650
E14001069,transport,Bus stops,569.0,224.0,632
E14001069,transport,Bus stops per square km,2.52,386.0,632
E14001069,transport,Cars or vans by household,88.6,62.0,575
E14001069,transport,EV: combined charging availability,466.0,353.0,650
E14001069,transport,EV: home charging,312.0,328.0,650
E14001069,transport,EV: workplace charging points,44.0,164.0,650
E14001069,transport,Rail cancellations,1.1,69.0,632
E14001069,transport,Train stations,3.0,16.0,588
E14001069,transport,Train stations per square km,0.013,181.0,588
E14001069,transport,Tram and metro stops per square km,,,175
E14001070,economy,ATMs: total,96.0,65.0,649
E14001070,economy,Average download speeds,156.8,245.0,650
E14001070,economy,Below universal service obligation,0.0,26.0,650
E14001070,economy,Gigabit availability,80.5,145.0,650
E14001070,economy,House prices,197000.0,245.0,575
E14001070,economy,Receiving over 30 Mbps,89.5,37.0,650
E14001070,economy,Receiving under 10 Mbps,2.4,69.0,650
E14001070,economy,Superfast availability,98.5,15.0,650
E14001070,economy,Total income: median,24900.0,133.0,650
E14001070,economy,Total tax amount,177.0,320.0,650
E14001070,energy,Households off the gas grid,3.8,276.0,632
E14001070,environment,Ancient woodland,0.9254,293.0,543
E14001070,environment,Countryside and Rights of Way,0.0,344.0,543
E14001070,environment,Green belt: percentage,24.3,153.0,342
E14001070,environment,Green belt: total,710.0,205.0,342
E14001070,society,Child poverty,44.4,31.0,650
E14001070,society,EU referendum using 2024 consituencies,0.6257027312,106.0,632
E14001070,society,Electorate,72278.0,378.0,649
E14001070,society,Fish and chip shops,3.0,42.0,650
E14001070,society,Foodbanks,1.0,7.0,650
E14001070,society,General Election (notional): 12 December 2019,,,0
E14001070,society,General Election: 4 July 2024,,,0
E14001070,society,Heritage at Risk: all,5.0,46.0,543
E14001070,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001070,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001070,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001070,society,Heritage at Risk: place of worship,4.0,13.0,543
E14001070,society,MPs: Left vs Right,34.498,539.0,614
E14001070,society,Percentage of children affected by two-child limit,15.0,11.0,650
E14001070,society,Population,100866.0,355.0,650
E14001070,society,Population: by age,1199.0,162.0,650
E14001070,society,Population: by group,61052.0,305.0,650
E14001070,society,Post offices,8.0,41.0,650
E14001070,society,Pubs,55.0,168.0,650
E14001070,transport,Bus stops,501.0,278.0,632
E14001070,transport,Bus stops per square km,17.18,81.0,632
E14001070,transport,Cars or vans by household,78.0,152.0,575
E14001070,transport,EV: combined charging availability,302.0,450.0,650
E14001070,transport,EV: home charging,219.0,395.0,650
E14001070,transport,EV: workplace charging points,52.0,156.0,650
E14001070,transport,Rail cancellations,3.2,48.0,632
E14001070,transport,Train stations,3.0,16.0,588
E14001070,transport,Train stations per square km,0.103,101.0,588
E14001070,transport,Tram and metro stops per square km,0.24,36.0,175
E14001071,economy,ATMs: total,75.0,86.0,649
E14001071,economy,Average download speeds,148.1,284.0,650
E14001071,economy,Below universal service obligation,0.0,26.0,650
E14001071,economy,Gigabit availability,81.2,138.0,650
E14001071,economy,House prices,356500.0,108.0,575
E14001071,economy,Receiving over 30 Mbps,88.8,44.0,650
E14001071,economy,Receiving under 10 Mbps,3.0,63.0,650
E14001071,economy,Superfast availability,98.3,17.0,650
E14001071,economy,Total income: median,31200.0,70.0,650
E14001071,economy,Total tax amount,416.0,135.0,650
E14001071,energy,Households off the gas grid,13.8,181.0,632
E14001071,environment,Ancient woodland,1.4437,231.0,543
E14001071,environment,Countryside and Rights of Way,0.497,143.0,543
E14001071,environment,Green belt: percentage,14.5,185.0,342
E14001071,environment,Green belt: total,2840.0,147.0,342
E14001071,society,Child poverty,27.3,161.0,650
E14001071,society,EU referendum using 2024 consituencies,0.5097933105,377.0,632
E14001071,society,Electorate,75636.0,143.0,649
E14001071,society,Fish and chip shops,8.0,37.0,650
E14001071,society,Foodbanks,2.0,6.0,650
E14001071,society,General Election (notional): 12 December 2019,,,0
E14001071,society,General Election: 4 July 2024,,,0
E14001071,society,Heritage at Risk: all,7.0,44.0,543
E14001071,society,Heritage at Risk: archaeology,0.0,36.0,543
E14001071,society,Heritage at Risk: building or structure,3.0,14.0,543
E14001071,society,Heritage at Risk: conservation area,0.0,10.0,543
E14001071,society,Heritage at Risk: place of worship,2.0,15.0,543
E14001071,society,MPs: Left vs Right,38.452,429.0,614
E14001071,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001071,society,Population,111020.0,140.0,650
E14001071,society,Population: by age,1328.0,104.0,650
E14001071,society,Population: by group,68205.0,155.0,650
E14001071,society,Post offices,9.0,40.0,650
E14001071,society,Pubs,78.0,145.0,650
E14001071,transport,Bus stops,618.0,184.0,632
E14001071,transport,Bus stops per square km,3.14,354.0,632
E14001071,transport,Cars or vans by household,90.3,45.0,575
E14001071,transport,EV: combined charging availability,859.0,169.0,650
E14001071,transport,EV: home charging,725.0,128.0,650
E14001071,transport,EV: workplace charging points,82.0,126.0,650
E14001071,transport,Rail cancellations,1.2,68.0,632
E14001071,transport,Train stations,2.0,17.0,588
E14001071,transport,Train stations per square km,0.01,184.0,588
E14001071,transport,Tram and metro stops per square km,,,175
S14000107,economy,ATMs: total,110.0,51.0,649
S14000107,economy,Average download speeds,121.9,367.0,650
S14000107,economy,Below universal service obligation,0.2,24.0,650
S14000107,economy,Gigabit availability,59.1,258.0,650
S14000107,economy,Receiving over 30 Mbps,81.8,114.0,650
S14000107,economy,Receiving under 10 Mbps,4.0,53.0,650
S14000107,economy,Superfast availability,98.2,18.0,650
S14000107,economy,Total income: median,26800.0,114.0,650
S14000107,economy,Total tax amount,206.0,291.0,650
S14000107,energy,Households off the gas grid,14.1,178.0,632
S14000107,society,Child poverty,31.6,120.0,650
S14000107,society,EU referendum using 2024 consituencies,0.434877687,496.0,632
S14000107,society,Electorate,72057.0,400.0,649
S14000107,society,Fish and chip shops,14.0,31.0,650
S14000107,society,Foodbanks,0.0,8.0,650
S14000107,society,General Election (notional): 12 December 2019,,,0
S14000107,society,General Election: 4 July 2024,,,0
S14000107,society,MPs: Left vs Right,40.592,339.0,614
S14000107,society,Percentage of children affected by two-child limit,10.0,16.0,650
S14000107,society,Population,90330.0,625.0,650
S14000107,society,Population: by age,699.0,438.0,650
S14000107,society,Population: by group,51511.0,598.0,650
S14000107,society,Post offices,25.0,24.0,650
S14000107,society,Pubs,68.0,155.0,650
S14000107,transport,Bus stops,854.0,71.0,632
S14000107,transport,Bus stops per square km,0.52,497.0,632
S14000107,transport,EV: combined charging availability,946.0,147.0,650
S14000107,transport,EV: home charging,741.0,123.0,650
S14000107,transport,EV: workplace charging points,90.0,118.0,650
S14000107,transport,Rail cancellations,1.9,61.0,632
S14000107,transport,Train stations,6.0,13.0,588
S14000107,transport,Train stations per square km,0.004,190.0,588
S14000107,transport,Tram and metro stops per square km,,,175
E14001072,economy,ATMs: total,68.0,93.0,649
E14001072,economy,Average download speeds,117.2,384.0,650
E14001072,economy,Below universal service obligation,0.1,25.0,650
E14001072,economy,Gigabit availability,83.4,124.0,650
E14001072,economy,House prices,340000.0,125.0,575
E14001072,economy,Receiving over 30 Mbps,87.6,56.0,650
E14001072,economy,Receiving under 10 Mbps,3.1,62.0,650
E14001072,economy,Superfast availability,98.7,13.0,650
E14001072,economy,Total income: median,31000.0,72.0,650
E14001072,economy,Total tax amount,496.0,97.0,650
E14001072,energy,Households off the gas grid,28.2,84.0,632
E14001072,environment,Ancient woodland,1.9237,190.0,543
E14001072,environment,Countryside and Rights of Way,0.0018,328.0,543
E14001072,environment,Green belt: percentage,,,342
E14001072,environment,Green belt: total,,,342
E14001072,society,Child poverty,23.4,198.0,650
E14001072,society,EU referendum using 2024 consituencies,0.4766756954,441.0,632
E14001072,society,Electorate,69943.0,594.0,649
E14001072,society,Fish and chip shops,19.0,26.0,650
E14001072,society,Foodbanks,3.0,5.0,650
E14001072,society,General Election (notional): 12 December 2019,,,0
E14001072,society,General Election: 4 July 2024,,,0
E14001072,society,Heritage at Risk: all,7.0,44.0,543
E14001072,society,Heritage at Risk: archaeology,2.0,34.0,543
E14001072,society,Heritage at Risk: building or structure,1.0,16.0,543
E14001072,society,Heritage at Risk: conservation area,2.0,8.0,543
E14001072,society,Heritage at Risk: place of worship,2.0,15.0,543
E14001072,society,MPs: Left vs Right,37.068,480.0,614
E14001072,society,Percentage of children affected by two-child limit,8.0,18.0,650
E14001072,society,Population,103589.0,283.0,650
E14001072,society,Population: by age,1162.0,178.0,650
E14001072,society,Population: by group,61382.0,297.0,650
E14001072,society,Post offices,25.0,24.0,650
E14001072,society,Pubs,145.0,78.0,650
E14001072,transport,Bus stops,641.0,165.0,632
E14001072,transport,Bus stops per square km,1.25,454.0,632
E14001072,transport,Cars or vans by household,88.9,59.0,575
E14001072,transport,EV: combined charging availability,1405.0,48.0,650
E14001072,transport,EV: home charging,1010.0,57.0,650
E14001072,transport,EV: workplace charging points,227.0,20.0,650
